GermLayer,DifferentiationState,Stage,CellName,CellTypeID,Anatomy1,Anatomy2,Sulston,CellType,Generalized
2:Ectodermal,4:Terminally differentiated,e,ABprpapapap,110,Head,Ventral ganglion,AVKR,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABprpapaapp,114,Head,Ventral ganglion,SIBVR,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABprpapaapa,114,Head,Nerve ring,SIADR,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABprpapaaap,110,Head,Amphid sensillum,AIYR,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABprpapaaaa,110,Head,Nerve ring,SMDDR,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABprpaappppa,114,Head,Cephalic sensilla,CEPVR,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABprpaapppa,110,Head,Nerve ring,AIMR,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABprpaappap,110,Head,Nerve ring,RIBR,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABprpaappaa,114,Head,Amphid sensillum,ASHR,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABprpaapapp,115,Head,Neuron,CEMVR,Neuron (male specific),Neuron
2:Ectodermal,4:Terminally differentiated,e,ABprpaapapa,127,Amphid,Socket,AMsoR,Socket cell,Other
2:Ectodermal,4:Terminally differentiated,e,ABprpaapaap,110,Head,Lateral ganglia,AVBR,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABprpaapaaa,110,Head,Nerve ring,RIVR,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABprpaaappp,114,Head,Nerve ring,URYVR,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABprpaaappaa,114,Head,Outer labial sensilla,OLQVR,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABprpaaapap,122,Head,Ring and part of ventral ganglion,CEPshVR,Sheath cell (glia?),Other
2:Ectodermal,4:Terminally differentiated,e,ABprpaaapaa,114,Head,Nerve ring,URAVR,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABprpaaaapp,114,Body,Ventral nerve cord,DB3,Neuron,Neuron
2:Ectodermal,3:Multipotent/Progenitor/Precursor,e,ABprpaaaapa,13,Body,excretory socket in embryo,G1,Blast Cell,Blast Cell
2:Ectodermal,4:Terminally differentiated,e,ABprpaaaaap,100,Head,Amphid sensillum,AWCR,Amphid wing neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABprpaaaaaa,110,Head,Nerve ring,SAAVR,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABprappppa,109,Embryonic large hypodermal syncytium,Hypoderm,hyp7,Hypodermal cell,Hypodermis
2:Ectodermal,4:Terminally differentiated,e,ABprapppappp,114,Body,Lumbar ganglia,PHBR,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABprapppappa,114,Body,Midbody,HSNR,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABprapppaaa,110,Body,Ventral nerve cord,PVQR,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABprapappppap,114,Tail,Neuron,ALNR,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABprapappppaa,114,Body,Lumbar ganglia,PLMR,Neuron,Neuron
2:Ectodermal,3:Multipotent/Progenitor/Precursor,e,ABprapapaap,123,Apical midline,Hypoderm,V5R,Seam hypodermal cell,Seam Cell
2:Ectodermal,4:Terminally differentiated,e,ABprapaaapp,114,Head,Nerve ring,RMGR,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABprapaaapav,110,Head,Amphid sensillum,AIZR,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABprapaaapad,114,Head,Neuron,FLPR,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABprapaaaapp,110,Head,Nerve ring,ADAR,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABprapaaaapa,114,Head,Behind the second bulb of the pharynx,ADER,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABpraapppp,109,Embryonic large hypodermal syncytium,Hypoderm,hyp7,Hypodermal cell,Hypodermis
2:Ectodermal,4:Terminally differentiated,e,ABpraapppa,109,Embryonic large hypodermal syncytium,Hypoderm,hyp7,Hypodermal cell,Hypodermis
2:Ectodermal,4:Terminally differentiated,e,ABpraappap,109,Head,Cylindrical hypodermal syncytium,hyp6,Hypodermal cell,Hypodermis
2:Ectodermal,4:Terminally differentiated,e,ABpraappaa,109,Head,Cylindrical hypodermal syncytium,hyp4,Hypodermal cell,Hypodermis
2:Ectodermal,4:Terminally differentiated,e,ABpraapapppa,114,Head,Amphid sensillum,ASIR,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABpraapappa,110,Head,Amphid sensillum,AIBR,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABpraapapap,114,Head,Amphid sensillum,ASGR,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABpraapapaa,100,Head,Amphid sensillum,AWAR,Amphid wing neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABpraapaapp,101,Body,Sheath,AMshR,Amphid sheath cell,Other
2:Ectodermal,4:Terminally differentiated,e,ABpraapaapa,114,Head,Nerve ring,URBR,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABpraapaaap,127,Labium,Inner labial,ILsoDR,Socket cell,Other
2:Ectodermal,4:Terminally differentiated,e,ABpraapaaaa,109,Head,Cylindrical hypodermal syncytium,hyp3,Hypodermal cell,Hypodermis
2:Ectodermal,4:Terminally differentiated,e,ABpraaappppp,114,Head,Lateral ganglia,AUAR,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABpraaappppa,114,Head,Amphid sensillum,ASJR,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABpraaapppaa,114,Head,Amphid sensillum,ASER,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABpraaappap,100,Head,Amphid sensillum,AWBR,Amphid wing neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABpraaappaa,114,Head,Amphid sensillum,ADFR,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABpraaapapaa,114,Head,Outer labial sensilla,OLLR,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABpraaapaad,114,Head,Amphid sensillum,ADLR,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABpraaaapppa,114,Head,Amphid sensillum,ASKR,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABpraaaapav,102,Head,Amphid sensillum,AFDR,Amphid finger neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABpraaaapad,114,Head,Nerve ring,RMDR,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABpraaaaapd,122,Lip,Lateral outer labial,OLLshR,Sheath cell (glia?),Other
2:Ectodermal,4:Terminally differentiated,e,ABpraaaaaap,122,Lip,Quadrant outer labial,OLQshVR,Sheath cell (glia?),Other
2:Ectodermal,4:Terminally differentiated,e,ABpraaaaaaa,110,Head,Lateral ganglia,AVER,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABplppppppp,109,Tail,Ventral hypodermis,hyp10,Hypodermal cell,Hypodermis
4:Mesodermal,4:Terminally differentiated,e,ABplpppppaa,112,Tail,Stomatointestinal muscle,mu IntL,Muscle cell,Muscle
4:Mesodermal,4:Terminally differentiated,e,ABplpppppap,112,Tail,Anal muscle cell,mu Anal,Muscle cell,Muscle
2:Ectodermal,3:Multipotent/Progenitor/Precursor,e,ABplppppppa,126,Tail,Other,tail spike,Tail spike scaffold cell,Hypodermis
3:Endodermal,4:Terminally differentiated,e,ABplppppapp,104,Body,Epithelium,F,Epithelial cell,Epithelial
3:Endodermal,4:Terminally differentiated,e,ABplppppapa,121,Intestine,Rectal,U,Rectal cell (postembryonic blast cell in male),Blast Cell
2:Ectodermal,4:Terminally differentiated,e,ABplppppaaa,110,Body,Ventral nerve cord,PVPL,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABplppppaap,104,Tail,Rectal,rect VL,Gland cell,Other
2:Ectodermal,4:Terminally differentiated,e,ABplpppapap,109,Tail,Ventral hypodermis,hyp8,Hypodermal cell,Hypodermis
2:Ectodermal,4:Terminally differentiated,e,ABplpppapaa,118,Tail,Sheath,PHshL,Phasmid sheath cell,Other
2:Ectodermal,4:Terminally differentiated,e,ABplpppaapp,114,Body,Lumbar ganglia,PHAL,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABplpppaapap,110,Body,Lumbar ganglia,LUAL,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABplpppaapaa,110,Body,Lumbar ganglia,PVCL,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABplpppaaap,114,Body,Ventral nerve cord,DA6,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABplpppaaaa,114,Body,Ventral nerve cord,DA9,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABplppapppp,114,Body,Ventral nerve cord,DD5,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABplppapppa,114,Body,Ventral nerve cord,DD3,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABplppappap,114,Body,Ventral nerve cord,DD1,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABplppappaa,110,Head,Nerve ring,RIGL,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABplppapapp,114,Body,Ventral nerve cord,DA4,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABplppapapa,114,Body,Ventral nerve cord,DA2,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABplppapaap,110,Head,Nerve ring,SABD,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABplppapaaap,110,Head,Nerve ring,RIFL,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABplppapaaaa,110,Head,Nerve ring,SABVL,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABplppaappp,114,Body,Ventral nerve cord,DB6,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABplppaappa,110,Head,Amphid sensillum,AIAL,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABplppaapap,114,Head,Nerve ring,RIML,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABplppaaaapp,110,Head,Nerve ring,RICL,Interneuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABplppaaaaa,114,Head,Lateral ganglia,SIBDL,Neuron,Neuron
2:Ectodermal,4:Terminally differentiated,e,ABplpappppa,110,Body,Pre-anal ganglion,PVT,Interneuron,Neuron
